abstract,title,group_id
"The present invention provides an AD converter in which a first capacitor array is connected to one input of a comparator and a second capacitor array is connected to another input of the comparator and in which a charge proportional to an input analog signal level VAIN is accumulated in the first capacitor array. The AD converter comprises a level-adjusting capacitor whose one end is connected to the one input of the comparator to adjust a voltage of the one input of the comparator, to which the first capacitor array is connected, to a predetermined voltage; and switching means for switching a potential of another end of the capacitor to the potential that differs between a sampling mode and a comparison mode.",AD converter with a power saving circuit and its control method,H03M
"The present invention provides an AD converter in which a first capacitor array is connected to one input of a comparator and a second capacitor array is connected to another input of the comparator and in which a charge proportional to an input analog signal level VAIN is accumulated in the first capacitor array. The AD converter comprises a level-adjusting capacitor whose one end is connected to the one input of the comparator to adjust a voltage of the one input of the comparator, to which the first capacitor array is connected, to a predetermined voltage; and switching means for switching a potential of another end of the capacitor to the potential that differs between a sampling mode and a comparison mode.",AD converter with a power saving circuit and its control method,H03M
" In one aspect, the invention encompasses a semiconductor processing method comprising contacting a surface with a liquid solution comprising at least one fluorine-containing species and a temperature of at least about 40.degree. C. In another aspect, the invention encompasses a method of passivating a silicon-comprising layer comprising contacting the layer with a liquid solution comprising hydrogen fluoride and a temperature of at least about 40.degree. C. In yet another aspect, the invention encompasses a method of forming hemispherical grain polysilicon comprising: a) forming a layer comprising substantially amorphous silicon over a substrate; b) contacting the layer comprising substantially amorphous silicon with a liquid solution comprising fluorine-containing species and a temperature of at least about 40.degree. C.; c) seeding the layer comprising substantially amorphous silicon; and d) annealing the seeded layer to convert at least a portion of the seeded layer to hemispherical grain polysilicon. ",Semiconductor processing methods,H01L
" In one aspect, the invention encompasses a semiconductor processing method comprising contacting a surface with a liquid solution comprising at least one fluorine-containing species and a temperature of at least about 40.degree. C. In another aspect, the invention encompasses a method of passivating a silicon-comprising layer comprising contacting the layer with a liquid solution comprising hydrogen fluoride and a temperature of at least about 40.degree. C. In yet another aspect, the invention encompasses a method of forming hemispherical grain polysilicon comprising: a) forming a layer comprising substantially amorphous silicon over a substrate; b) contacting the layer comprising substantially amorphous silicon with a liquid solution comprising fluorine-containing species and a temperature of at least about 40.degree. C.; c) seeding the layer comprising substantially amorphous silicon; and d) annealing the seeded layer to convert at least a portion of the seeded layer to hemispherical grain polysilicon. ",Semiconductor processing methods,H01L
" In one aspect, the invention encompasses a semiconductor processing method comprising contacting a surface with a liquid solution comprising at least one fluorine-containing species and a temperature of at least about 40.degree. C. In another aspect, the invention encompasses a method of passivating a silicon-comprising layer comprising contacting the layer with a liquid solution comprising hydrogen fluoride and a temperature of at least about 40.degree. C. In yet another aspect, the invention encompasses a method of forming hemispherical grain polysilicon comprising: a) forming a layer comprising substantially amorphous silicon over a substrate; b) contacting the layer comprising substantially amorphous silicon with a liquid solution comprising fluorine-containing species and a temperature of at least about 40.degree. C.; c) seeding the layer comprising substantially amorphous silicon; and d) annealing the seeded layer to convert at least a portion of the seeded layer to hemispherical grain polysilicon. ",Semiconductor processing methods,C09K
" In one aspect, the invention encompasses a semiconductor processing method comprising contacting a surface with a liquid solution comprising at least one fluorine-containing species and a temperature of at least about 40.degree. C. In another aspect, the invention encompasses a method of passivating a silicon-comprising layer comprising contacting the layer with a liquid solution comprising hydrogen fluoride and a temperature of at least about 40.degree. C. In yet another aspect, the invention encompasses a method of forming hemispherical grain polysilicon comprising: a) forming a layer comprising substantially amorphous silicon over a substrate; b) contacting the layer comprising substantially amorphous silicon with a liquid solution comprising fluorine-containing species and a temperature of at least about 40.degree. C.; c) seeding the layer comprising substantially amorphous silicon; and d) annealing the seeded layer to convert at least a portion of the seeded layer to hemispherical grain polysilicon. ",Semiconductor processing methods,H01L
" In one aspect, the invention encompasses a semiconductor processing method comprising contacting a surface with a liquid solution comprising at least one fluorine-containing species and a temperature of at least about 40.degree. C. In another aspect, the invention encompasses a method of passivating a silicon-comprising layer comprising contacting the layer with a liquid solution comprising hydrogen fluoride and a temperature of at least about 40.degree. C. In yet another aspect, the invention encompasses a method of forming hemispherical grain polysilicon comprising: a) forming a layer comprising substantially amorphous silicon over a substrate; b) contacting the layer comprising substantially amorphous silicon with a liquid solution comprising fluorine-containing species and a temperature of at least about 40.degree. C.; c) seeding the layer comprising substantially amorphous silicon; and d) annealing the seeded layer to convert at least a portion of the seeded layer to hemispherical grain polysilicon. ",Semiconductor processing methods,H01L
" A hair washer comprising a cistern into which the head part of a person under hair washing can be inserted, the hair washer including a plurality of washing nozzles for spouting out washing water provided at each side wall surface, rear wall surface, and front part of the bottom wall of the cistern. A drain outlet is provided for draining out washing water spouted out from the washing nozzles, the drain outlet being provided at the rear part of the bottom wall of the cistern. At least one groove extends toward the drain outlet, the groove being provided at gaps between the plurality of washing nozzles located at the front part of the bottom wall of the cistern, wherein washing water spouted out from the washing nozzles is exhausted out from the drain outlet and passes through the groove provided at the bottom wall of the cistern. ",Hair washer,A45D
An apparatus and method for attenuating high frequency transients on AC power lines from damaging sensitive electrical and electronic circuits in an electrical load coupled to the AC power lines is provided. The AC power line has an earth ground and the electrical load has an electrical load ground. A continuous attenuator circuit is used for attenuating high frequency transients electrically coupled between the earth ground and the electrical load ground. The continuous attenuator circuit includes a plurality of toroid cores and a single continuous strand of wire being wound individually and sequentially a number of turns around each of the plurality of toroid cores.,Total electrical transient eliminator,H02H
An apparatus and method for attenuating high frequency transients on AC power lines from damaging sensitive electrical and electronic circuits in an electrical load coupled to the AC power lines is provided. The AC power line has an earth ground and the electrical load has an electrical load ground. A continuous attenuator circuit is used for attenuating high frequency transients electrically coupled between the earth ground and the electrical load ground. The continuous attenuator circuit includes a plurality of toroid cores and a single continuous strand of wire being wound individually and sequentially a number of turns around each of the plurality of toroid cores.,Total electrical transient eliminator,H01F
 An electrical contactor assembly (10) has a conductive body (11) with an external thread (12). An electrical contact (14) is electrically coupled via a conductive spring (25) to body (11). A housing (16) is attached to body (11) and has an opening (27) to allow protrusion of an elongate cylindrical conductor (24) of electrical contact (14) having a contact surface (15). An abutment (26) of elongate cylindrical conductor (24) abuts housing (16) for captive location therein and to retain electrical contact (14) in a bore (31) in body (11) against the biasing influence of spring (25). External thread (12) is self-tapping and can be self-drilling. ,Electrical contactor assembly,H01R
 An electrical contactor assembly (10) has a conductive body (11) with an external thread (12). An electrical contact (14) is electrically coupled via a conductive spring (25) to body (11). A housing (16) is attached to body (11) and has an opening (27) to allow protrusion of an elongate cylindrical conductor (24) of electrical contact (14) having a contact surface (15). An abutment (26) of elongate cylindrical conductor (24) abuts housing (16) for captive location therein and to retain electrical contact (14) in a bore (31) in body (11) against the biasing influence of spring (25). External thread (12) is self-tapping and can be self-drilling. ,Electrical contactor assembly,H01R
" A pushbutton switch (10) includes a printed circuit board (14) having first and second traces (18, 20) spaced circumferentially apart about an axis (22) and a housing (40) connected to the circuit board. The housing (40) includes a chamber (80) in which a movable assembly (100) is partially disposed. The movable assembly (100) has electrical contacts (198) for engaging one or the other of the first and second traces (18 and 20) on the circuit board (14). A button (12) is connected with the movable assembly (100). The button (12) is manually depressible toward the circuit board (14). A spring (220) biases the movable assembly (100) and the button (12) away from the circuit board (14). A plurality of angled surfaces (84, 92, 126, 172) on the movable assembly (100) cooperate to cause the movable assembly to rotate about the axis (22) when the button (12) is manually depressed toward the circuit board (14). The movable assembly (100), when rotated, toggles between a first condition in which the first trace (18) is engaged by the contacts (198) and a second condition in which the second trace (20) is engaged by the contacts. ",Two position pushbutton switch with illuminated button,H01H
" A pushbutton switch (10) includes a printed circuit board (14) having first and second traces (18, 20) spaced circumferentially apart about an axis (22) and a housing (40) connected to the circuit board. The housing (40) includes a chamber (80) in which a movable assembly (100) is partially disposed. The movable assembly (100) has electrical contacts (198) for engaging one or the other of the first and second traces (18 and 20) on the circuit board (14). A button (12) is connected with the movable assembly (100). The button (12) is manually depressible toward the circuit board (14). A spring (220) biases the movable assembly (100) and the button (12) away from the circuit board (14). A plurality of angled surfaces (84, 92, 126, 172) on the movable assembly (100) cooperate to cause the movable assembly to rotate about the axis (22) when the button (12) is manually depressed toward the circuit board (14). The movable assembly (100), when rotated, toggles between a first condition in which the first trace (18) is engaged by the contacts (198) and a second condition in which the second trace (20) is engaged by the contacts. ",Two position pushbutton switch with illuminated button,H01H
" A pushbutton switch (10) includes a printed circuit board (14) having first and second traces (18, 20) spaced circumferentially apart about an axis (22) and a housing (40) connected to the circuit board. The housing (40) includes a chamber (80) in which a movable assembly (100) is partially disposed. The movable assembly (100) has electrical contacts (198) for engaging one or the other of the first and second traces (18 and 20) on the circuit board (14). A button (12) is connected with the movable assembly (100). The button (12) is manually depressible toward the circuit board (14). A spring (220) biases the movable assembly (100) and the button (12) away from the circuit board (14). A plurality of angled surfaces (84, 92, 126, 172) on the movable assembly (100) cooperate to cause the movable assembly to rotate about the axis (22) when the button (12) is manually depressed toward the circuit board (14). The movable assembly (100), when rotated, toggles between a first condition in which the first trace (18) is engaged by the contacts (198) and a second condition in which the second trace (20) is engaged by the contacts. ",Two position pushbutton switch with illuminated button,H01H
"A clutch assembly outboard support comprising at least one bearing mounted to an outer structure near the clutch assembly, e.g. the clutch housing or protective cover, and mounted to or impacting upon the clutch assembly itself, to relieve the force applied to the inner support bearing of the transmission input shaft and to restrict clutch assembly motion regardless of the engine, starter drive or other forces applied to it. The increased clutch stability and alignment according to the present invention provide more complete clutch disengagement allowing for significantly improved transmission shifting characteristics by reducing or eliminating clutch drag during shifting. Furthermore, the various embodiments according to the present invention substantially enhance the bearing life, increase the positional stability of the clutch assembly in its normal operation, enhance the useful life of the clutch components, reduce wear on the transmission and starter assemblies, provide increased starter efficiency, reduce drive-line backlash, and potentially enhance performance by increasing available power by reducing power lost in the clutch assembly and associated bearing and connecting elements, without disturbing traditional outboard clutch deployment.",Outboard clutch assembly support,F16D
"Tissue in the crura is treated by advancing a tissue penetrating element from a catheter tube through a wall of the esophagus. The tissue penetrating element is operated to affect a tightening of the crura, e.g., to treat hiatal hernia.",Systems and methods for treating tissue in the crura,A61B
"Tissue in the crura is treated by advancing a tissue penetrating element from a catheter tube through a wall of the esophagus. The tissue penetrating element is operated to affect a tightening of the crura, e.g., to treat hiatal hernia.",Systems and methods for treating tissue in the crura,A61M
"Tissue in the crura is treated by advancing a tissue penetrating element from a catheter tube through a wall of the esophagus. The tissue penetrating element is operated to affect a tightening of the crura, e.g., to treat hiatal hernia.",Systems and methods for treating tissue in the crura,A61B
"Tissue in the crura is treated by advancing a tissue penetrating element from a catheter tube through a wall of the esophagus. The tissue penetrating element is operated to affect a tightening of the crura, e.g., to treat hiatal hernia.",Systems and methods for treating tissue in the crura,A61B
"Tissue in the crura is treated by advancing a tissue penetrating element from a catheter tube through a wall of the esophagus. The tissue penetrating element is operated to affect a tightening of the crura, e.g., to treat hiatal hernia.",Systems and methods for treating tissue in the crura,A61B
"Tissue in the crura is treated by advancing a tissue penetrating element from a catheter tube through a wall of the esophagus. The tissue penetrating element is operated to affect a tightening of the crura, e.g., to treat hiatal hernia.",Systems and methods for treating tissue in the crura,A61B
"Tissue in the crura is treated by advancing a tissue penetrating element from a catheter tube through a wall of the esophagus. The tissue penetrating element is operated to affect a tightening of the crura, e.g., to treat hiatal hernia.",Systems and methods for treating tissue in the crura,A61M
"Tissue in the crura is treated by advancing a tissue penetrating element from a catheter tube through a wall of the esophagus. The tissue penetrating element is operated to affect a tightening of the crura, e.g., to treat hiatal hernia.",Systems and methods for treating tissue in the crura,A61M
"Tissue in the crura is treated by advancing a tissue penetrating element from a catheter tube through a wall of the esophagus. The tissue penetrating element is operated to affect a tightening of the crura, e.g., to treat hiatal hernia.",Systems and methods for treating tissue in the crura,A61B
"Tissue in the crura is treated by advancing a tissue penetrating element from a catheter tube through a wall of the esophagus. The tissue penetrating element is operated to affect a tightening of the crura, e.g., to treat hiatal hernia.",Systems and methods for treating tissue in the crura,A61B
"Tissue in the crura is treated by advancing a tissue penetrating element from a catheter tube through a wall of the esophagus. The tissue penetrating element is operated to affect a tightening of the crura, e.g., to treat hiatal hernia.",Systems and methods for treating tissue in the crura,A61B
"Tissue in the crura is treated by advancing a tissue penetrating element from a catheter tube through a wall of the esophagus. The tissue penetrating element is operated to affect a tightening of the crura, e.g., to treat hiatal hernia.",Systems and methods for treating tissue in the crura,A61B
"Tissue in the crura is treated by advancing a tissue penetrating element from a catheter tube through a wall of the esophagus. The tissue penetrating element is operated to affect a tightening of the crura, e.g., to treat hiatal hernia.",Systems and methods for treating tissue in the crura,A61B
"Tissue in the crura is treated by advancing a tissue penetrating element from a catheter tube through a wall of the esophagus. The tissue penetrating element is operated to affect a tightening of the crura, e.g., to treat hiatal hernia.",Systems and methods for treating tissue in the crura,A61B
"Tissue in the crura is treated by advancing a tissue penetrating element from a catheter tube through a wall of the esophagus. The tissue penetrating element is operated to affect a tightening of the crura, e.g., to treat hiatal hernia.",Systems and methods for treating tissue in the crura,A61M
"Tissue in the crura is treated by advancing a tissue penetrating element from a catheter tube through a wall of the esophagus. The tissue penetrating element is operated to affect a tightening of the crura, e.g., to treat hiatal hernia.",Systems and methods for treating tissue in the crura,A61B
"A discharge lamp comprises a discharge tube having discharge electrodes (10) at both ends thereof. Two lead wires (8) are connected to each of said electrodes (10) that lead to the outside atmosphere from the inside of the discharge tube. The discharge tube contains a fill as an arc discharge generating and sustaining medium. A tungsten coil (14) is connected to at least one lead wire (8) of at least one electrode (10) and placed adjacent to said electrode (10). At least one material selected from the group consisting of calcium carbonate, barium carbonate and strontium carbonate is applied to the inside and the surface of the tungsten coil (14).",Discharge lamp with end of life arc extinguishing structure,H01J
"A discharge lamp comprises a discharge tube having discharge electrodes (10) at both ends thereof. Two lead wires (8) are connected to each of said electrodes (10) that lead to the outside atmosphere from the inside of the discharge tube. The discharge tube contains a fill as an arc discharge generating and sustaining medium. A tungsten coil (14) is connected to at least one lead wire (8) of at least one electrode (10) and placed adjacent to said electrode (10). At least one material selected from the group consisting of calcium carbonate, barium carbonate and strontium carbonate is applied to the inside and the surface of the tungsten coil (14).",Discharge lamp with end of life arc extinguishing structure,H01J
" An acid solution for casting solid polymer electrolyte membranes comprising proton conducting polymers stable at temperatures in excess of 100.degree. C. directly from acid solution. The invention further relates to the enhanced performance of these membranes with respect to conductivity. Particularly, the invention relates to the use of trifluoroacetic acid (TFA) as an acid solvent doped with H.sub.3 PO.sub.4 from which polybenzimiadazole (PBI) solid polymer electrolyte membranes may be cast. ",Proton conducting polymer electrolyte prepared by direct acid casting,Y02E
" An acid solution for casting solid polymer electrolyte membranes comprising proton conducting polymers stable at temperatures in excess of 100.degree. C. directly from acid solution. The invention further relates to the enhanced performance of these membranes with respect to conductivity. Particularly, the invention relates to the use of trifluoroacetic acid (TFA) as an acid solvent doped with H.sub.3 PO.sub.4 from which polybenzimiadazole (PBI) solid polymer electrolyte membranes may be cast. ",Proton conducting polymer electrolyte prepared by direct acid casting,H01M
" An acid solution for casting solid polymer electrolyte membranes comprising proton conducting polymers stable at temperatures in excess of 100.degree. C. directly from acid solution. The invention further relates to the enhanced performance of these membranes with respect to conductivity. Particularly, the invention relates to the use of trifluoroacetic acid (TFA) as an acid solvent doped with H.sub.3 PO.sub.4 from which polybenzimiadazole (PBI) solid polymer electrolyte membranes may be cast. ",Proton conducting polymer electrolyte prepared by direct acid casting,Y02P
" An acid solution for casting solid polymer electrolyte membranes comprising proton conducting polymers stable at temperatures in excess of 100.degree. C. directly from acid solution. The invention further relates to the enhanced performance of these membranes with respect to conductivity. Particularly, the invention relates to the use of trifluoroacetic acid (TFA) as an acid solvent doped with H.sub.3 PO.sub.4 from which polybenzimiadazole (PBI) solid polymer electrolyte membranes may be cast. ",Proton conducting polymer electrolyte prepared by direct acid casting,C08J
" An acid solution for casting solid polymer electrolyte membranes comprising proton conducting polymers stable at temperatures in excess of 100.degree. C. directly from acid solution. The invention further relates to the enhanced performance of these membranes with respect to conductivity. Particularly, the invention relates to the use of trifluoroacetic acid (TFA) as an acid solvent doped with H.sub.3 PO.sub.4 from which polybenzimiadazole (PBI) solid polymer electrolyte membranes may be cast. ",Proton conducting polymer electrolyte prepared by direct acid casting,H01M
" An acid solution for casting solid polymer electrolyte membranes comprising proton conducting polymers stable at temperatures in excess of 100.degree. C. directly from acid solution. The invention further relates to the enhanced performance of these membranes with respect to conductivity. Particularly, the invention relates to the use of trifluoroacetic acid (TFA) as an acid solvent doped with H.sub.3 PO.sub.4 from which polybenzimiadazole (PBI) solid polymer electrolyte membranes may be cast. ",Proton conducting polymer electrolyte prepared by direct acid casting,H01M
" An acid solution for casting solid polymer electrolyte membranes comprising proton conducting polymers stable at temperatures in excess of 100.degree. C. directly from acid solution. The invention further relates to the enhanced performance of these membranes with respect to conductivity. Particularly, the invention relates to the use of trifluoroacetic acid (TFA) as an acid solvent doped with H.sub.3 PO.sub.4 from which polybenzimiadazole (PBI) solid polymer electrolyte membranes may be cast. ",Proton conducting polymer electrolyte prepared by direct acid casting,H01M
" An acid solution for casting solid polymer electrolyte membranes comprising proton conducting polymers stable at temperatures in excess of 100.degree. C. directly from acid solution. The invention further relates to the enhanced performance of these membranes with respect to conductivity. Particularly, the invention relates to the use of trifluoroacetic acid (TFA) as an acid solvent doped with H.sub.3 PO.sub.4 from which polybenzimiadazole (PBI) solid polymer electrolyte membranes may be cast. ",Proton conducting polymer electrolyte prepared by direct acid casting,C08J
" An acid solution for casting solid polymer electrolyte membranes comprising proton conducting polymers stable at temperatures in excess of 100.degree. C. directly from acid solution. The invention further relates to the enhanced performance of these membranes with respect to conductivity. Particularly, the invention relates to the use of trifluoroacetic acid (TFA) as an acid solvent doped with H.sub.3 PO.sub.4 from which polybenzimiadazole (PBI) solid polymer electrolyte membranes may be cast. ",Proton conducting polymer electrolyte prepared by direct acid casting,H01M
" An acid solution for casting solid polymer electrolyte membranes comprising proton conducting polymers stable at temperatures in excess of 100.degree. C. directly from acid solution. The invention further relates to the enhanced performance of these membranes with respect to conductivity. Particularly, the invention relates to the use of trifluoroacetic acid (TFA) as an acid solvent doped with H.sub.3 PO.sub.4 from which polybenzimiadazole (PBI) solid polymer electrolyte membranes may be cast. ",Proton conducting polymer electrolyte prepared by direct acid casting,Y10T
" An acid solution for casting solid polymer electrolyte membranes comprising proton conducting polymers stable at temperatures in excess of 100.degree. C. directly from acid solution. The invention further relates to the enhanced performance of these membranes with respect to conductivity. Particularly, the invention relates to the use of trifluoroacetic acid (TFA) as an acid solvent doped with H.sub.3 PO.sub.4 from which polybenzimiadazole (PBI) solid polymer electrolyte membranes may be cast. ",Proton conducting polymer electrolyte prepared by direct acid casting,H01M
"An integrated tool is provided including at least one workpiece processing station having a paddle assembly. In accordance with one aspect of the invention, the workpiece processing station is adapted for adjusting the level of the processing fluid relative to a workpiece, wherein the portion of the workpiece to be processed and possibly the paddle is selectively immersed within the processing fluid. In accordance with a further aspect of the invention, a paddle is provided for use proximate to a workpiece in a workpiece processing station. The paddle includes a one or more sets of delivery ports and one or more sets of fluid recovery ports. In at least one embodiment, the paddle provides for agitation of a processing fluid proximate to the surface of the workpiece. In at least another embodiment, the paddle provides for the delivery and/or recovery of one or more fluids to the portion of the workpiece to be processed. One aspect of the present invention enables the fluids supplied to the workpiece by the paddle to be limited to the space located between the workpiece and the paddle, thus avoiding mixing of these fluids with the processing fluid located within the bowl assembly not supplied by the paddle.",Microelectronic workpiece processing tool including a processing reactor having a paddle assembly for agitation of a processing fluid proximate to the workpiece,C25D
"An integrated tool is provided including at least one workpiece processing station having a paddle assembly. In accordance with one aspect of the invention, the workpiece processing station is adapted for adjusting the level of the processing fluid relative to a workpiece, wherein the portion of the workpiece to be processed and possibly the paddle is selectively immersed within the processing fluid. In accordance with a further aspect of the invention, a paddle is provided for use proximate to a workpiece in a workpiece processing station. The paddle includes a one or more sets of delivery ports and one or more sets of fluid recovery ports. In at least one embodiment, the paddle provides for agitation of a processing fluid proximate to the surface of the workpiece. In at least another embodiment, the paddle provides for the delivery and/or recovery of one or more fluids to the portion of the workpiece to be processed. One aspect of the present invention enables the fluids supplied to the workpiece by the paddle to be limited to the space located between the workpiece and the paddle, thus avoiding mixing of these fluids with the processing fluid located within the bowl assembly not supplied by the paddle.",Microelectronic workpiece processing tool including a processing reactor having a paddle assembly for agitation of a processing fluid proximate to the workpiece,C25D
"An integrated tool is provided including at least one workpiece processing station having a paddle assembly. In accordance with one aspect of the invention, the workpiece processing station is adapted for adjusting the level of the processing fluid relative to a workpiece, wherein the portion of the workpiece to be processed and possibly the paddle is selectively immersed within the processing fluid. In accordance with a further aspect of the invention, a paddle is provided for use proximate to a workpiece in a workpiece processing station. The paddle includes a one or more sets of delivery ports and one or more sets of fluid recovery ports. In at least one embodiment, the paddle provides for agitation of a processing fluid proximate to the surface of the workpiece. In at least another embodiment, the paddle provides for the delivery and/or recovery of one or more fluids to the portion of the workpiece to be processed. One aspect of the present invention enables the fluids supplied to the workpiece by the paddle to be limited to the space located between the workpiece and the paddle, thus avoiding mixing of these fluids with the processing fluid located within the bowl assembly not supplied by the paddle.",Microelectronic workpiece processing tool including a processing reactor having a paddle assembly for agitation of a processing fluid proximate to the workpiece,H01L
"An integrated tool is provided including at least one workpiece processing station having a paddle assembly. In accordance with one aspect of the invention, the workpiece processing station is adapted for adjusting the level of the processing fluid relative to a workpiece, wherein the portion of the workpiece to be processed and possibly the paddle is selectively immersed within the processing fluid. In accordance with a further aspect of the invention, a paddle is provided for use proximate to a workpiece in a workpiece processing station. The paddle includes a one or more sets of delivery ports and one or more sets of fluid recovery ports. In at least one embodiment, the paddle provides for agitation of a processing fluid proximate to the surface of the workpiece. In at least another embodiment, the paddle provides for the delivery and/or recovery of one or more fluids to the portion of the workpiece to be processed. One aspect of the present invention enables the fluids supplied to the workpiece by the paddle to be limited to the space located between the workpiece and the paddle, thus avoiding mixing of these fluids with the processing fluid located within the bowl assembly not supplied by the paddle.",Microelectronic workpiece processing tool including a processing reactor having a paddle assembly for agitation of a processing fluid proximate to the workpiece,H01L
"An integrated tool is provided including at least one workpiece processing station having a paddle assembly. In accordance with one aspect of the invention, the workpiece processing station is adapted for adjusting the level of the processing fluid relative to a workpiece, wherein the portion of the workpiece to be processed and possibly the paddle is selectively immersed within the processing fluid. In accordance with a further aspect of the invention, a paddle is provided for use proximate to a workpiece in a workpiece processing station. The paddle includes a one or more sets of delivery ports and one or more sets of fluid recovery ports. In at least one embodiment, the paddle provides for agitation of a processing fluid proximate to the surface of the workpiece. In at least another embodiment, the paddle provides for the delivery and/or recovery of one or more fluids to the portion of the workpiece to be processed. One aspect of the present invention enables the fluids supplied to the workpiece by the paddle to be limited to the space located between the workpiece and the paddle, thus avoiding mixing of these fluids with the processing fluid located within the bowl assembly not supplied by the paddle.",Microelectronic workpiece processing tool including a processing reactor having a paddle assembly for agitation of a processing fluid proximate to the workpiece,H01L
"An integrated tool is provided including at least one workpiece processing station having a paddle assembly. In accordance with one aspect of the invention, the workpiece processing station is adapted for adjusting the level of the processing fluid relative to a workpiece, wherein the portion of the workpiece to be processed and possibly the paddle is selectively immersed within the processing fluid. In accordance with a further aspect of the invention, a paddle is provided for use proximate to a workpiece in a workpiece processing station. The paddle includes a one or more sets of delivery ports and one or more sets of fluid recovery ports. In at least one embodiment, the paddle provides for agitation of a processing fluid proximate to the surface of the workpiece. In at least another embodiment, the paddle provides for the delivery and/or recovery of one or more fluids to the portion of the workpiece to be processed. One aspect of the present invention enables the fluids supplied to the workpiece by the paddle to be limited to the space located between the workpiece and the paddle, thus avoiding mixing of these fluids with the processing fluid located within the bowl assembly not supplied by the paddle.",Microelectronic workpiece processing tool including a processing reactor having a paddle assembly for agitation of a processing fluid proximate to the workpiece,H01L
"An integrated tool is provided including at least one workpiece processing station having a paddle assembly. In accordance with one aspect of the invention, the workpiece processing station is adapted for adjusting the level of the processing fluid relative to a workpiece, wherein the portion of the workpiece to be processed and possibly the paddle is selectively immersed within the processing fluid. In accordance with a further aspect of the invention, a paddle is provided for use proximate to a workpiece in a workpiece processing station. The paddle includes a one or more sets of delivery ports and one or more sets of fluid recovery ports. In at least one embodiment, the paddle provides for agitation of a processing fluid proximate to the surface of the workpiece. In at least another embodiment, the paddle provides for the delivery and/or recovery of one or more fluids to the portion of the workpiece to be processed. One aspect of the present invention enables the fluids supplied to the workpiece by the paddle to be limited to the space located between the workpiece and the paddle, thus avoiding mixing of these fluids with the processing fluid located within the bowl assembly not supplied by the paddle.",Microelectronic workpiece processing tool including a processing reactor having a paddle assembly for agitation of a processing fluid proximate to the workpiece,C25D
"An integrated tool is provided including at least one workpiece processing station having a paddle assembly. In accordance with one aspect of the invention, the workpiece processing station is adapted for adjusting the level of the processing fluid relative to a workpiece, wherein the portion of the workpiece to be processed and possibly the paddle is selectively immersed within the processing fluid. In accordance with a further aspect of the invention, a paddle is provided for use proximate to a workpiece in a workpiece processing station. The paddle includes a one or more sets of delivery ports and one or more sets of fluid recovery ports. In at least one embodiment, the paddle provides for agitation of a processing fluid proximate to the surface of the workpiece. In at least another embodiment, the paddle provides for the delivery and/or recovery of one or more fluids to the portion of the workpiece to be processed. One aspect of the present invention enables the fluids supplied to the workpiece by the paddle to be limited to the space located between the workpiece and the paddle, thus avoiding mixing of these fluids with the processing fluid located within the bowl assembly not supplied by the paddle.",Microelectronic workpiece processing tool including a processing reactor having a paddle assembly for agitation of a processing fluid proximate to the workpiece,C25D
"An integrated tool is provided including at least one workpiece processing station having a paddle assembly. In accordance with one aspect of the invention, the workpiece processing station is adapted for adjusting the level of the processing fluid relative to a workpiece, wherein the portion of the workpiece to be processed and possibly the paddle is selectively immersed within the processing fluid. In accordance with a further aspect of the invention, a paddle is provided for use proximate to a workpiece in a workpiece processing station. The paddle includes a one or more sets of delivery ports and one or more sets of fluid recovery ports. In at least one embodiment, the paddle provides for agitation of a processing fluid proximate to the surface of the workpiece. In at least another embodiment, the paddle provides for the delivery and/or recovery of one or more fluids to the portion of the workpiece to be processed. One aspect of the present invention enables the fluids supplied to the workpiece by the paddle to be limited to the space located between the workpiece and the paddle, thus avoiding mixing of these fluids with the processing fluid located within the bowl assembly not supplied by the paddle.",Microelectronic workpiece processing tool including a processing reactor having a paddle assembly for agitation of a processing fluid proximate to the workpiece,C25D
"An integrated tool is provided including at least one workpiece processing station having a paddle assembly. In accordance with one aspect of the invention, the workpiece processing station is adapted for adjusting the level of the processing fluid relative to a workpiece, wherein the portion of the workpiece to be processed and possibly the paddle is selectively immersed within the processing fluid. In accordance with a further aspect of the invention, a paddle is provided for use proximate to a workpiece in a workpiece processing station. The paddle includes a one or more sets of delivery ports and one or more sets of fluid recovery ports. In at least one embodiment, the paddle provides for agitation of a processing fluid proximate to the surface of the workpiece. In at least another embodiment, the paddle provides for the delivery and/or recovery of one or more fluids to the portion of the workpiece to be processed. One aspect of the present invention enables the fluids supplied to the workpiece by the paddle to be limited to the space located between the workpiece and the paddle, thus avoiding mixing of these fluids with the processing fluid located within the bowl assembly not supplied by the paddle.",Microelectronic workpiece processing tool including a processing reactor having a paddle assembly for agitation of a processing fluid proximate to the workpiece,H01L
 The present invention provides CD36 mutant gene and methods and kits for diagnosing diseases caused by a lipid metabolism abnormality. ,CD36 mutant gene and methods for diagnosing diseases caused by abnormal lipid metabolism and diagnostic kits therefor,C12Q
 The present invention provides CD36 mutant gene and methods and kits for diagnosing diseases caused by a lipid metabolism abnormality. ,CD36 mutant gene and methods for diagnosing diseases caused by abnormal lipid metabolism and diagnostic kits therefor,C12Q
 The present invention provides CD36 mutant gene and methods and kits for diagnosing diseases caused by a lipid metabolism abnormality. ,CD36 mutant gene and methods for diagnosing diseases caused by abnormal lipid metabolism and diagnostic kits therefor,C07K
